Identifier,,Progress,,,,,,,,,Deal Info,,,,,,,,,Sources,,,,,,,,,,FDI MARKETS DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal ID,Present in '22?,Reviewer,Review Date,Review Status,Analyst,Analyst (after 10/15/2025),Checked Date,Confidence Status,Duplicate Pair ID (Original),Comments (changes made),Deal Status,Amount - Announced (Million USD),Amount - Completed (Million USD),Estimated (Y),CN Deal Stake (%),Date [MM/DD/YYYY] - Announced,Date [MM/DD/YYYY] - Completed,BU Sector,BU Sub-sector,Source (Deal Status),Source (Amount - Announced),Source (Amount - Completed),Source (Deal Stake %),Source (Date [MM/DD/YYYY] - Announced),Source (Date [MM/DD/YYYY] - Completed),Source (BU Sector),Other/General Sources,Subregion,Year (Announced),Project date,FDI Project ID,Investing company,Parent company,Parent company ID,Source country,Source state,Source city,Region,Destination,Relocation from,Industry sector,Sub-sector,Cluster,Industry activity,Jobs created,Estimated,Capital Investment (US$m),Estimated,Project type,Project status,Motive description,Markets served,Joint venture companies,Source,Contact name (1),Position (1),Email (1),Telephone (1),Contact name (2),Position (2),Email (2),Telephone (2),Contact name (3),Position (3),Email (3),Telephone (3)
2993,,TR,,ok,Zaky,,03/02/2025,Duplicate,2978,,,,,,,,,,,,,,,,,,,South Asia,,8/1/2018,,Hisense,Hisense,,China,Shandong,Qingdao,Asia,Pakistan,,Consumer electronics,Audio & video equipment (Consumer electronics),Consumer Goods,Manufacturing,20,Yes,1.3,No,Expansion,Announced,,,"Hisense, Tri-Angels Electronics",https://tribune.com.pk/story/1776370/2-chinas-tv-brand-sets-assembly-plant-karachi/,,,,,,,,,,,,
2994,,,,,,,,,,"Changed name to Iran, Islamic Republic",,,,,,,,,,,,,,,,,,Middle East,,8/1/2017,,Newland EMEA,Fujian Newland Computer,,China,Fujian,Fuzhou,Asia,"Iran, Islamic Republic",,Business Machines & Equipment,Computer & peripheral equipment,ICT & Electronics,"Sales, Marketing & Support",29,Yes,1.3,Yes,New,,"Throughout the years, the Iran region has been at the forefront of innovation and in spite of sanctions, Iran has managed to foster a thriving tech scene. Peter Sliedrecht, chief executive officer, Newland EMEA said that ""Two-thirds of Iran's 80 million population are under 35 years old. Citizens are young, well-educated, tech-savvy and they are demanding the same capabilities as the rest of EMEA. This trend is only going to keep growing, we want to be there to meet that demand.""",,,,Peter Sliedrecht,"Chief Executive Officer, Newland EMEA",,,Yavuz Sahin,"Regional Manager (Turkey and Iran), Newland EMEA",,,Mohammad Motesharei,"Partner (Iran), Newland EMEA",,
2995,,,,,Zaky,,07/02/2025,Medium,,"Changed name to Taiwan, China
Open offices and services in Taiwan, ebook/ e-reader services. No information about the amount of investment ",Completed,,,,,09/08/2010,12/27/2010,ICT,ICT Services,"https://focustaiwan.tw/business/201012270032#:~:text=12/27/2010%2009:,subscribe%2C%20please%20read%20here.)",,,,https://www.chinadaily.com.cn/imqq/bizchina/2010-09/08/content_11275986.htm,"https://focustaiwan.tw/business/201012270032#:~:text=12/27/2010%2009:,subscribe%2C%20please%20read%20here.)",https://www.chinadaily.com.cn/imqq/bizchina/2010-09/08/content_11275986.htm,,East Asia,2010,9/1/2010,,Hanvon,Hanvon,,China,Beijing Municipality,Beijing,Asia,"Taiwan, China",,,Business Machines & Equipment,Computer & peripheral equipment,ICT & Electronics,"Sales, Marketing & Support",12,Yes,1.3,Yes,New,,,,,,Chen Shaoqiang,"General Manager, Resource Operating Department",,,,,,,,,
2996,,,,,Pocut,,06/14/2025,Medium,,"In January 2010, Jushi incorporated Jushi Singapore Pte. Ltd. to manage fiberglass product sales and related trade operations in Singapore. No amount of investment was mentioned.",Completed,,,,,,01/20/2010,Industry & Trade/Ser,Manufacturing,https://sg.ltddir.com/companies/jushi-singapore-pte-ltd/,,,,,https://sg.ltddir.com/companies/jushi-singapore-pte-ltd/,,,Southeast Asia,,2/1/2010,,Jushi Group,China Fiberglass,,China,Beijing Municipality,Beijing,Asia,Singapore,,,Ceramics & Glass,Glass & glass products,Construction,"Sales, Marketing & Support",5,Yes,1.3,Yes,New,,,,,,,,,,,,,,,,
2997,,,,,Zaky,,07/02/2025,Unknown,,"Changed name to Taiwan, China
There is very limited informationa bout the company and from all of the news and report that appear, there is no mention about its present in Taiwan",,,,,,,,,,,,,,,,,,East Asia,,9/1/2009,,Evoc Intelligent Technology,Evoc Intelligent Technology,,China,Guangdong,Shenzhen,Asia,"Taiwan, China",,Business Machines & Equipment,Computer & peripheral equipment,ICT & Electronics,"Sales, Marketing & Support",12,Yes,1.3,Yes,New,,,,,,,,,,,,,,,,,
2998,,,,,Zaky,,07/02/2025,Medium,,"Changed name to Taiwan, China
Open new branch offices in Taiwan, the manufacturer Jiangsu Province's first private enterprise to set up an outlet in Taiwan. No information about the amount of investment",Completed,,,,,09/30/2009,,Industry & Trade/Ser,Business Services,https://www.stronkin-germany.de/About-us.html,,,,https://www.cens.com/cens/html/en/news/news_inner_29363.html,,https://www.cens.com/cens/html/en/news/news_inner_29363.html,,East Asia,2009,9/1/2009,,Taizhou Stronkin Electronic,Taizhou Stronkin Electronic,,China,Jiangsu,Not Specified,Asia,"Taiwan, China",,Business Machines & Equipment,Computer & peripheral equipment,ICT & Electronics,"Sales, Marketing & Support",12,Yes,1.3,Yes,New,,"The company's chairman, Hsu Hsinghwa, stressed that behind the plan to open the Taiwan office is the reality that the company's major customers are in Taiwan and Taiwan is a land for advanced technology research and development. By opening the office in Taiwan, the company, he added, can stay informed in the Taiwan market and measure the scale of the Taiwan market.",,,,Hsu Hsinghwa,Chairman,,,,,,,,,,
2999,,,,,Naufal,,06/14/2025,Unknown,,Insufficient information. No particular information of a project in the specific period can be found or defined,Unknown,,,,,,,,,,,,,,,,,South Asia,,8/1/2008,,Hubei Jingshan Corrugating Machinery,Hubei Jingshan Corrugating Machinery,,China,Hubei,Jingmen,Asia,India,,"Industrial Machinery, Equipment & Tools",Printing machinery & equipment,Industrial,"Sales, Marketing & Support",5,Yes,1.3,Yes,New,,,,,,,,,,,,,,,,,
3000,,,,,,,,,,Changed name to Russian Federation,,,,,,,,,,,,,,,,,,Northern Asia,,8/1/2008,,Hubei Jingshan Corrugating Machinery,Hubei Jingshan Corrugating Machinery,,China,Hubei,Jingmen,Europe,Russian Federation,,"Industrial Machinery, Equipment & Tools",Printing machinery & equipment,Industrial,"Sales, Marketing & Support",5,Yes,1.3,Yes,New,,,,,,,,,,,,,,,,,
3001,,,,,,,,,,Changed name to Türkiye,,,,,,,,,,,,,,,,,,Middle East,,8/1/2008,,Hubei Jingshan Corrugating Machinery,Hubei Jingshan Corrugating Machinery,,China,Hubei,Jingmen,Asia,Türkiye,,"Industrial Machinery, Equipment & Tools",Printing machinery & equipment,Industrial,"Sales, Marketing & Support",5,Yes,1.3,Yes,New,,,,,,,,,,,,,,,,,
3002,,,,,Alif,,06/13/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,8/1/2008,,Hubei Jingshan Corrugating Machinery,Hubei Jingshan Corrugating Machinery,,China,Hubei,Jingmen,Asia,Vietnam,,"Industrial Machinery, Equipment & Tools",Printing machinery & equipment,Industrial,"Sales, Marketing & Support",5,Yes,1.3,Yes,New,,,,,,,,,,,,,,,,,
3003,,,,,Zaky,,07/02/2025,Unknown,,"Changed name to Taiwan, China
Very limited information about the company and none of them mention about Taiwan in their activities. Their official website cannot be accessed",,,,,,,,,,,,,,,,,,East Asia,,2/1/2004,,Legend Group,Legend Group,,China,Beijing Municipality,Beijing,Asia,"Taiwan, China",,,Business Machines & Equipment,Computer & peripheral equipment,ICT & Electronics,"Sales, Marketing & Support",12,Yes,1.3,Yes,New,,,,,,,,,,,,,,,,
3004,,,,,,,,,,Changed name to Türkiye,,,,,,,,,,,,,,,,,,Middle East,,8/1/2017,,Putzmeister Makina,Sany,,China,Hunan,Changsha,Asia,Türkiye,,"Industrial Machinery, Equipment & Tools","Agriculture, construction, & mining machinery",Construction,Manufacturing,20,No,1.2,No,Expansion,,,,,,,,,,,,,,,,,
3005,,,,,Alif,,03/27/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,7/1/2010,,Ruaamthoon Samphan,EverWells,,China,Zhejiang,Wenzhou,Asia,Thailand,,Rubber,Rubber hoses & belting,Industrial,Manufacturing,68,No,1.2,No,New,,,,,,,,,,,,,,,,,
3006,,TR,,ok,Zaky,,03/02/2025,Unknown,,Change to Vietnam,,,,,,,,,,,,,,,,,,South Asia,,1/1/2019,,Huafon Group,Huafon Group,,China,Zhejiang,Ruian,Asia,Pakistan,,Plastics,"Urethane, foam products & other compounds",Physical Sciences,"Sales, Marketing & Support",11,Yes,1.1,Yes,New,Opened,,,,https://www.rubbernews.com/article/20190116/NEWS/190119949/huafon-opens-office-in-vietnam,,,,,,,,,,,,
3007,,,,,Alif,,06/13/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,12/1/2018,,Huafon Group,Huafon Group,,China,Zhejiang,Ruian,Asia,Vietnam,,Plastics,"Urethane, foam products & other compounds",Physical Sciences,"Sales, Marketing & Support",11,Yes,1.1,Yes,New,Opened,,South-east Asia,,https://www.rubbernews.com/article/20190116/NEWS/190119949/huafon-opens-office-in-vietnam,,,,,,,,,,,,
3008,,,,,,,,,,Changed name to Türkiye,,,,,,,,,,,,,,,,,,Middle East,,5/1/2018,,Xiaguang Glass Bead,Xiaguang Glass Bead,,China,Hebei,Not Specified,Asia,Türkiye,,Ceramics & glass,Glass & glass products,Construction,Manufacturing,25,No,1.1,No,New,Opened,,Global,"Xiaguang Glass Bead, Kisan Group",Turkey Data Exchange,,,,,,,,,,,,
3009,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,,5/1/2018,,"Dayu Water-Saving Group Co., Ltd","Dayu Water-Saving Group Co., Ltd",,China,Gansu,Jiuquan,Asia,Israel,,Industrial equipment,All other industrial machinery,Environmental Technology,"Sales, Marketing & Support",10,Yes,1,No,New,Announced,,,,https://www.yicaiglobal.com/news/china%E2%80%99s-dayu-water-saving-group-plans-set-subsidiary-israel-irrigation-technology-development,,,,,,,,,,,,
3010,,,,,Zaky,,06/26/2025,Medium,,"The information is very limited, just get from the GWM website that in 2016 they established RnD center in Yokohama Japan. The detail date found in Wikipedia, but after i click the source in Wikipedia, the news from Japan Times is not appear",Completed,,,,,,1/1/2016,Automotive,Automotive,https://www.gwm-global.com/global.html,,,,,https://en.wikipedia.org/wiki/Great_Wall_Motor#cite_note-japantimes-49,https://www.gwm-global.com/global.html,,East Asia,,1/1/2016,,Great Wall Motors (GWM),Great Wall Motors (GWM),,China,Hebei,Baoding,Asia,Japan,,Automotive OEM,Automobiles,Transport Equipment,"Design, Development & Testing",5,No,1,Yes,New,,,,,,Suguya Fukusato,Vice President,,,Hu Shujie,Head (Japan),,,,,,
3011,,,,,Pocut,,06/14/2025,High,,"In October 2015, Alcatel-Lucent Enterprise opened a $1 million innovation hub and regional office in Singapore to support its business expansion and R&D activities in Asia Pacific.",Completed,,1,No,,,10/01/2015,Industry & Trade/Ser,Business Services,"https://www.acnnewswire.com/press-release/english/25474/new-alcatel-lucent-enterprise-office-and-innovation-facility-opens-in-singapore,-commits-to-driving-business-growth-in-the-region",,"https://www.acnnewswire.com/press-release/english/25474/new-alcatel-lucent-enterprise-office-and-innovation-facility-opens-in-singapore,-commits-to-driving-business-growth-in-the-region",,,"https://www.acnnewswire.com/press-release/english/25474/new-alcatel-lucent-enterprise-office-and-innovation-facility-opens-in-singapore,-commits-to-driving-business-growth-in-the-region",,,Southeast Asia,,10/1/2015,,Alcatel-Lucent Enterprise,China Huaxin Post and Telecommunications Economy Development Centre,,China,Beijing Municipality,Beijing,Asia,Singapore,,,Communications,Communications equipment,ICT & Electronics,"Design, Development & Testing",5,Yes,1,No,New,,,,,,Matthieu Destot,"Vice President (Asia-Pacific), Sales, Alcatel-Lucent Enterprise",,,,,,,,,
3012,,,,,Pocut,,06/14/2025,Medium,,"In Sep 2011, Guangxi Liugong Machinery opened its Asia Pacific headquarters in Tuas, Singapore. No amount of investment was mentioned.",Completed,,,,,,09/29/2011,Industry & Trade/Ser,Manufacturing,https://id.linkedin.com/company/liugong-machinery-asia-pacific-pte-ltd,,,,,https://id.linkedin.com/company/liugong-machinery-asia-pacific-pte-ltd,,,Southeast Asia,,9/1/2011,,Guangxi Liugong Machinery,Guangxi Liugong Machinery,,China,Guangxi,Liuzhou,Asia,Singapore,,"Industrial Machinery, Equipment & Tools","Agriculture, construction, & mining machinery",Construction,Headquarters,10,No,1,No,New,,"According to LiuGong, Singapore was chosen as the choice location because of its probusiness infrastructure and strong government support.'",,,,Li Dongchun,Managing Director (India),,,,,,,,,,
3013,,,,,Pocut,,03/12/2025,High,,"Chinalco to build $1.6 bln smelter in Sarawak, but it was suspended in 2013",Suspended,1600,,No,,04/30/2011,,Industry & Trade/Ser,Manufacturing,https://theedgemalaysia.com/article/chinas-chalco-stalls-aluminium-smelter-project-malaysia,https://www.reuters.com/article/markets/chinalco-to-build-16-bln-smelter-with-malaysian-tycoons-firm-idUSL3E7FU02W/,,https://www.reuters.com/article/markets/chinalco-to-build-16-bln-smelter-with-malaysian-tycoons-firm-idUSL3E7FU02W/,https://www.reuters.com/article/markets/chinalco-to-build-16-bln-smelter-with-malaysian-tycoons-firm-idUSL3E7FU02W/,,,,Southeast Asia,2011,5/1/2011,,Aluminium Corporation of China (Chinalco) (Chalco),Aluminium Corporation of China (Chinalco) (Chalco),,China,Beijing Municipality,Beijing,Asia,Malaysia,,,Metals,Alumina & aluminium production and processing,Physical Sciences,Manufacturing,2,Yes,1,No,New,,,,,,,,,,,,,,,,
3014,,,,,Zaky,,07/02/2025,Duplicate,2995,"Changed name to Taiwan, China
Hanwang and hanvon is same",,,,,,,,,,,,,,,,,,East Asia,,8/1/2010,,Hanwang Technology,Hanwang Technology,,China,Beijing Municipality,Beijing,Asia,"Taiwan, China",,,Consumer Electronics,Audio & video equipment,Consumer Goods,"Design, Development & Testing",80,No,1,No,New,,,,,,Liu Ying-jian,Chairman,,,,,,,,,
3015,,,,,Zaky,,07/02/2025,Medium,,"Changed name to Taiwan, China
The news that report about the company is very limited. But, from their official website, they give information about present of sales and services branch offices already established in Taiwan since 2009 (no specific date)",,,,,,,1/1/2009,Industry & Trade/Ser,Business Services,https://run.perfect100.com/eshop/landing_page.jsp?locale=EN#section1,,,,,https://run.perfect100.com/eshop/landing_page.jsp?locale=EN#section1,https://run.perfect100.com/eshop/landing_page.jsp?locale=EN#section1,,East Asia,,7/1/2010,,Perfect (China),Perfect (China),,China,Guangdong,Shenzhen,Asia,"Taiwan, China",,Consumer Products,Nonstore retailers,Consumer Goods,"Sales, Marketing & Support",10,No,1,Yes,New,,,,,,Woo Swee Lian,President,,,,,,,,,,
3016,,,,,Zaky,,07/02/2025,Unknown,,"Changed name to Taiwan, China
There is no information about the company present in Japan. In the website, they also doest have factory or physical stores in Taiwan",,,,,,,,,,,,,,,,,https://www.zhangzidao.cn/webEn/factory/factorycontact,East Asia,,5/1/2010,,Dalian Zhangzidao Fishery,Dalian Zhangzidao Fishery,,China,Liaoning,Dalian,Asia,"Taiwan, China",,Food & Tobacco,Seafood products,"Food, Beverages & Tobacco",Manufacturing,4,Yes,1,No,New,,"Zhangzidao chairman Wu Hougang said the liberalisation of cross-strait trade has motivated the company to invest $1m to set up a subsidiary in Taiwan, following its establishment of a subsidiary in the US at the end of 2007 and others in France, Canada and Hong Kong.",,,,Wu Hougang,Chairman,,,,,,,,,,
3017,,,,,Zaky,,07/02/2025,Low,,"Changed name to Taiwan, China
Plan to open new branch offices in Taiwan. But, no updated information for this plan. I also cannot open their official website, so i cannot confirm whether they have offices in taiwan or not",,,,,,05/11/2009,,Industry & Trade/Ser,Business Services,,,,,https://www.reuters.com/article/business/autos-transportation/chinas-sinosteel-to-set-up-office-in-taiwan-idUSLB137278/,,https://www.reuters.com/article/business/autos-transportation/chinas-sinosteel-to-set-up-office-in-taiwan-idUSLB137278/,,East Asia,2009,5/1/2009,,Sinosteel,Sinosteel,,China,Beijing Municipality,Beijing,Asia,"Taiwan, China",,,Metals,Iron & steel mills & ferroalloy,Physical Sciences,"Sales, Marketing & Support",5,Yes,1,No,New,,,,,,Huang Tianwen,President,,,,,,,,,
3018,,,,,Alif,,06/13/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,6/1/2008,,Kingsoft,Kingsoft,,China,Beijing Municipality,Beijing,Asia,Vietnam,,,Software & IT services,"Software publishers, except video games",ICT & Electronics,"Sales, Marketing & Support",12,Yes,1,No,New,,,,,,Kau Pak Kwan,Chief Executive Officer,,,,,,,,,
3019,,,,,Naufal,,06/14/2025,Medium,,"In 2007, LuiGong heavy machinery first opened its subsidiary in India. No precise details regarding investment amount or particular project is was enganged in.",Completed,,,,,,01/01/2007,Industry & Trade/Ser,Manufacturing,https://www.epcworld.in/liugong-celebrates-15-years-of-business-operation-in-india-10th-anniversary-of-its-india-plant/,,,,,,https://www.epcworld.in/liugong-celebrates-15-years-of-business-operation-in-india-10th-anniversary-of-its-india-plant/,,South Asia,,1/1/2007,,Guangxi Liugong Machinery,Guangxi Liugong Machinery,,China,Guangxi,Liuzhou,Asia,India,,"Industrial Machinery, Equipment & Tools","Agriculture, construction, & mining machinery",Construction,Manufacturing,272,No,1,No,New,,,,,,,,,,,,,,,,,
3020,,,,,,,,,,Changed name to Türkiye,,,,,,,,,,,,,,,,,,Middle East,,10/1/2004,,Yiying,Yiying,,China,Not Specified,Not Specified,Asia,Türkiye,,,Non-Automotive Transport OEM,"Motorcycle, bicycle, & parts",Transport Equipment,Manufacturing,9,Yes,1,No,New,,,,,,,,,,,,,,,,
3021,,,,,Alif,,03/27/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,7/1/2003,,Grow Rich Enterprise,Grow Rich Enterprise,,China,Not Specified,Not Specified,Asia,Thailand,,,Consumer Electronics,Audio & video equipment,Consumer Goods,Manufacturing,100,No,1,No,New,,Yes,,,,,,,,,,,,,,
3022,,,,,Zaky,,06/09/2025,Unknown,,"Changed to Korea, Rep
Inadequate information, just news in 2024 that they will be a contractor of solar power plant for korean firm in SK",,,,,,,,,,,,,,,,,,East Asia,,4/1/2018,,Yantai Zhenghai Magnetic Material,Yantai Zhenghai Magnetic Material,,China,Shandong,Yantai,Asia,"Korea, Rep.",,Automotive components,Motor vehicle electrical & electronic equipment,Transport Equipment,"Sales, Marketing & Support",11,Yes,0.9,No,New,Opened,"The peninsula nation is home to many of the company's electronics and automotive customers, who have high demands for performance from magnetic materials, the firm added.",,,https://yicaiglobal.com/news/zhenghai-magnetic-material-will-set-shanghai-plant-build-nev-drive-systems,,,,,,,,,,,,
3023,,,,,,,,,,Changed name to United Arab Emirates,,,,,,,,,,,,,,,,,,Middle East,,7/1/2018,,Ctrip,Ctrip,,China,Shanghai Municipality,Shanghai,Asia,United Arab Emirates,,Hotels & tourism,Travel arrangement & reservation services,Tourism,"Sales, Marketing & Support",14,Yes,0.9,Yes,New,Opened,,,,https://globenewswire.com/news-release/2018/07/24/1541121/0/en/Ctrip-Launches-First-Travel-Concept-Store-in-Dubai-International-Airport.html,James Liang,Chief Executive Officer,,,,,,,,,,
